iter	Passed	Remaining
486	1578	1662
487	1581	1659
488	1584	1656
489	1588	1652
490	1590	1649
491	1594	1645
492	1597	1642
493	1600	1639
494	1603	1635
495	1606	1632
496	1609	1629
497	1613	1625
498	1616	1622
499	1619	1619
500	1622	1615
501	1625	1612
502	1628	1609
503	1631	1606
504	1635	1602
505	1638	1599
506	1641	1595
507	1644	1592
508	1647	1589
509	1650	1586
510	1653	1582
511	1656	1579
512	1660	1576
513	1663	1573
514	1667	1570
515	1670	1566
516	1673	1563
517	1676	1560
518	1680	1556
519	1683	1553
520	1686	1550
521	1689	1547
522	1692	1543
523	1696	1541
524	1699	1538
525	1702	1534
526	1706	1531
527	1709	1528
528	1712	1524
529	1715	1521
530	1719	1518
531	1722	1515
532	1726	1512
533	1729	1508
534	1732	1505
535	1735	1502
536	1739	1499
537	1742	1496
538	1745	1492
539	1748	1489
540	1752	1486
541	1755	1483
542	1758	1479
543	1761	1476
544	1764	1472
545	1767	1469
546	1770	1465
547	1773	1462
548	1776	1459
549	1779	1456
550	1783	1453
551	1786	1449
552	1789	1446
553	1792	1443
554	1795	1439
555	1798	1436
556	1801	1433
557	1805	1430
558	1808	1426
559	1811	1423
560	1815	1420
561	1818	1416
562	1821	1413
563	1824	1410
564	1827	1407
565	1830	1403
566	1834	1400
567	1837	1397
568	1840	1394
569	1843	1390
570	1847	1387
571	1850	1384
572	1853	1381
573	1856	1377
574	1859	1374
575	1863	1371
576	1866	1368
577	1869	1365
578	1872	1361
579	1875	1358
580	1878	1355
581	1882	1351
582	1884	1348
583	1888	1344
584	1891	1341
585	1895	1339
586	1899	1336
587	1902	1333
588	1905	1329
589	1908	1326
590	1911	1323
591	1914	1319
592	1917	1316
593	1920	1312
594	1923	1309
595	1926	1306
596	1929	1302
597	1932	1299
598	1935	1295
599	1938	1292
600	1941	1289
601	1944	1285
602	1948	1282
603	1951	1279
604	1955	1276
605	1958	1273
606	1961	1269
607	1964	1266
608	1967	1263
609	1970	1259
610	1973	1256
611	1976	1253
612	1979	1249
613	1982	1246
614	1985	1243
615	1988	1239
616	1991	1236
617	1995	1233
618	1998	1229
619	2001	1226
620	2004	1223
621	2007	1220
622	2011	1216
623	2014	1213
624	2017	1210
625	2020	1207
626	2023	1203
627	2026	1200
628	2030	1197
629	2033	1194
630	2036	1191
631	2039	1187
632	2042	1184
633	2046	1181
634	2049	1178
635	2052	1174
636	2056	1172
637	2059	1168
638	2063	1165
639	2066	1162
640	2069	1159
641	2072	1155
642	2075	1152
643	2078	1149
644	2082	1145
645	2085	1142
646	2088	1139
647	2091	1136
648	2094	1133
649	2098	1129
650	2101	1126
651	2104	1123
652	2107	1119
653	2110	1116
654	2113	1113
655	2116	1109
656	2119	1106
657	2122	1103
658	2125	1099
659	2128	1096
660	2131	1093
661	2134	1089
662	2138	1086
663	2141	1083
664	2144	1080
665	2147	1076
666	2150	1073
667	2153	1070
668	2156	1067
669	2160	1063
670	2163	1060
671	2166	1057
672	2170	1054
673	2173	1051
674	2176	1047
675	2179	1044
676	2182	1041
677	2185	1038
678	2188	1034
679	2192	1031
680	2195	1028
681	2198	1025
682	2201	1021
683	2204	1018
684	2207	1015
685	2211	1012
686	2214	1008
687	2217	1005
688	2220	1002
689	2223	999
690	2226	995
691	2229	992
692	2233	989
693	2236	986
694	2239	982
695	2242	979
696	2245	976
697	2248	972
698	2251	969
699	2254	966
700	2257	962
701	2260	959
702	2264	956
703	2267	953
704	2270	950
705	2273	946
706	2276	943
707	2280	940
708	2283	937
709	2286	933
710	2289	930
711	2292	927
712	2297	924
713	2300	921
714	2303	918
715	2307	915
716	2310	911
717	2313	908
718	2316	905
719	2319	902
720	2323	899
721	2326	895
722	2329	892
723	2333	889
724	2336	886
725	2339	882
726	2342	879
727	2345	876
728	2349	873
729	2352	870
730	2355	866
731	2358	863
732	2362	860
733	2365	857
734	2369	854
735	2372	850
736	2375	847
737	2378	844
738	2382	841
739	2385	838
740	2388	834
741	2391	831
742	2395	828
743	2398	825
744	2401	821
745	2404	818
746	2407	815
747	2410	812
748	2414	808
749	2417	805
750	2420	802
751	2423	799
752	2426	796
753	2429	792
754	2432	789
755	2435	786
756	2438	782
757	2441	779
758	2444	776
759	2447	772
760	2450	769
761	2454	766
762	2457	763
763	2460	760
764	2463	756
765	2467	753
766	2470	750
767	2473	747
768	2477	744
769	2480	740
770	2483	737
771	2487	734
772	2490	731
773	2494	728
774	2497	725
775	2500	721
776	2503	718
777	2506	715
778	2509	712
779	2513	708
780	2516	705
781	2519	702
782	2523	699
783	2526	695
784	2529	692
785	2532	689
786	2535	686
787	2538	682
788	2541	679
789	2544	676
790	2547	673
791	2550	669
792	2553	666
793	2556	663
794	2559	659
795	2562	656
796	2565	653
797	2568	650
798	2571	646
799	2574	643
800	2577	640
801	2580	637
802	2583	633
803	2587	630
804	2590	627
805	2593	624
806	2596	620
807	2599	617
808	2602	614
809	2605	611
810	2608	607
811	2611	604
812	2615	601
813	2618	598
814	2621	594
815	2624	591
816	2627	588
817	2630	585
818	2633	582
819	2637	578
820	2640	575
821	2643	572
822	2646	569
823	2649	565
824	2653	562
825	2655	559
826	2659	556
827	2662	553
828	2665	549
829	2668	546
830	2671	543
831	2675	540
832	2678	536
833	2681	533
834	2684	530
835	2687	527
836	2690	523
837	2693	520
838	2696	517
839	2700	514
840	2703	511
841	2706	507
842	2709	504
843	2713	501
844	2716	498
845	2719	495
846	2722	491
847	2725	488
848	2728	485
849	2731	482
850	2734	478
851	2738	475
852	2741	472
853	2744	469
854	2747	465
855	2750	462
856	2753	459
857	2756	456
858	2759	453
859	2763	449
860	2765	446
861	2769	443
862	2772	440
863	2775	436
864	2778	433
865	2781	430
866	2784	427
867	2787	423
868	2790	420
869	2793	417
870	2797	414
871	2800	411
872	2803	407
873	2806	404
874	2809	401
875	2812	398
876	2816	395
877	2820	391
878	2823	388
879	2827	385
880	2830	382
881	2833	379
882	2836	375
883	2839	372
884	2843	369
885	2846	366
886	2849	363
887	2852	359
888	2855	356
889	2858	353
890	2862	350
891	2866	347
892	2869	343
893	2872	340
894	2876	337
895	2879	334
896	2884	331
897	2887	328
898	2890	324
899	2894	321
900	2898	318
901	2902	315
902	2905	312
903	2910	309
904	2913	305
905	2916	302
906	2919	299
907	2922	296
908	2925	292
909	2928	289
910	2932	286
911	2935	283
912	2939	280
913	2942	276
914	2945	273
915	2948	270
916	2952	267
917	2956	264
918	2959	260
919	2964	257
920	2967	254
921	2970	251
922	2973	248
923	2977	244
924	2980	241
925	2984	238
926	2988	235
927	2991	232
928	2996	228
929	3000	225
930	3003	222
931	3008	219
932	3012	216
933	3016	213
934	3019	209
935	3022	206
936	3026	203
937	3029	200
938	3033	197
939	3037	193
940	3041	190
941	3044	187
942	3048	184
943	3051	181
944	3054	177
945	3058	174
946	3061	171
947	3064	168
948	3069	164
949	3072	161
950	3075	158
951	3079	155
952	3083	152
953	3086	148
954	3089	145
955	3093	142
956	3096	139
957	3099	135
958	3103	132
959	3106	129
960	3110	126
961	3113	123
962	3117	119
963	3121	116
964	3124	113
965	3127	110
966	3131	106
967	3135	103
968	3138	100
969	3142	97
970	3145	93
971	3151	90
972	3154	87
973	3157	84
974	3161	81
975	3164	77
976	3167	74
977	3171	71
978	3174	68
979	3178	64
980	3181	61
981	3184	58
982	3188	55
983	3191	51
984	3195	48
985	3199	45
986	3203	42
987	3206	38
988	3210	35
989	3213	32
990	3218	29
991	3221	25
992	3224	22
993	3229	19
994	3232	16
995	3236	12
996	3239	9
997	3242	6
998	3245	3
999	3249	0
